,Date,Event,Race_Type,Finish,Start,Driver,Rookie
1151,2018-06-01, ,SK Modified Feature,18,12,"Tony Membrino, Jr.",
1152,2018-06-01, ,SK Modified Feature,19,23,Matt Vassar,R
1153,2018-06-01, ,SK Modified Feature,20,4,Troy Talman,
1160,2018-06-01, ,SK Modified Feature,27,26,John Catania,
1159,2018-06-01, ,SK Modified Feature,26,25,Zach Leone,R
1158,2018-06-01, ,SK Modified Feature,25,22,"Doug Meservey, Jr.",R
1154,2018-06-01, ,SK Modified Feature,21,21,Tyler Hines,
1155,2018-06-01, ,SK Modified Feature,22,17,Tom Bolles,
1156,2018-06-01, ,SK Modified Feature,23,27,"Tommy Membrino, Jr.",
1164,2018-05-25, Dunleavy’s Modifiedz Night ,SK Modified Feature,4,17,"Michael Gervais, Jr.",
1166,2018-05-25, Dunleavy’s Modifiedz Night ,SK Modified Feature,6,8,"Joey Cipriano, III",
1185,2018-05-25, Dunleavy’s Modifiedz Night ,SK Modified Feature,25,12,Cory DiMatteo,R
1167,2018-05-25, Dunleavy’s Modifiedz Night ,SK Modified Feature,7,5,Matt Galko,
1161,2018-05-25, Dunleavy’s Modifiedz Night ,SK Modified Feature,1,16,Rowan Pennink,
1162,2018-05-25, Dunleavy’s Modifiedz Night ,SK Modified Feature,2,19,Ronnie Williams,
1163,2018-05-25, Dunleavy’s Modifiedz Night ,SK Modified Feature,3,11,Keith Rocco,
1165,2018-05-25, Dunleavy’s Modifiedz Night ,SK Modified Feature,5,6,Stephen Kopcik,
1186,2018-05-25, Dunleavy’s Modifiedz Night ,SK Modified Feature,26,20,"Tony Membrino, Jr.",
1184,2018-05-25, Dunleavy’s Modifiedz Night ,SK Modified Feature,24,10,Eric Berndt,
1176,2018-05-25, Dunleavy’s Modifiedz Night ,SK Modified Feature,16,7,Todd Owen,
1168,2018-05-25, Dunleavy’s Modifiedz Night ,SK Modified Feature,8,13,Dan Wesson,R
1169,2018-05-25, Dunleavy’s Modifiedz Night ,SK Modified Feature,9,15,John Studley,
1170,2018-05-25, Dunleavy’s Modifiedz Night ,SK Modified Feature,10,3,Tyler Hines,
1171,2018-05-25, Dunleavy’s Modifiedz Night ,SK Modified Feature,11,18,Troy Talman,
1172,2018-05-25, Dunleavy’s Modifiedz Night ,SK Modified Feature,12,22,Tom Bolles,
1173,2018-05-25, Dunleavy’s Modifiedz Night ,SK Modified Feature,13,4,Chase Dowling,
1175,2018-05-25, Dunleavy’s Modifiedz Night ,SK Modified Feature,15,24,John Catania,
1174,2018-05-25, Dunleavy’s Modifiedz Night ,SK Modified Feature,14,14,David Arute,
1177,2018-05-25, Dunleavy’s Modifiedz Night ,SK Modified Feature,17,25,"Doug Meservey, Jr.",R
1178,2018-05-25, Dunleavy’s Modifiedz Night ,SK Modified Feature,18,23,"Tommy Membrino, Jr.",
1179,2018-05-25, Dunleavy’s Modifiedz Night ,SK Modified Feature,19,2,D.J. Burnham,
1180,2018-05-25, Dunleavy’s Modifiedz Night ,SK Modified Feature,20,21,Nick Salva,
1181,2018-05-25, Dunleavy’s Modifiedz Night ,SK Modified Feature,21,26,Josh Wood,
1182,2018-05-25, Dunleavy’s Modifiedz Night ,SK Modified Feature,22,9,"Michael Christopher, Jr.",
1183,2018-05-25, Dunleavy’s Modifiedz Night ,SK Modified Feature,23,1,Matt Vassar,R
1207,2018-05-18, ,SK Modified Feature,21,4,Matt Vassar,R
1211,2018-05-18, ,SK Modified Feature,25,21,Tyler Jones,R
1210,2018-05-18, ,SK Modified Feature,24,23,Zach Leone,R
1209,2018-05-18, ,SK Modified Feature,23,15,"Doug Meservey, Jr.",R
1208,2018-05-18, ,SK Modified Feature,22,16,Josh Wood,
1195,2018-05-18, ,SK Modified Feature,9,6,Todd Owen,
1206,2018-05-18, ,SK Modified Feature,20,7,Stephen Kopcik,
1205,2018-05-18, ,SK Modified Feature,19,25,"Tony Membrino, Jr.",
1188,2018-05-18, ,SK Modified Feature,2,2,"Joey Cipriano, III",
1189,2018-05-18, ,SK Modified Feature,3,11,Eric Berndt,
1190,2018-05-18, ,SK Modified Feature,4,13,Ronnie Williams,
1191,2018-05-18, ,SK Modified Feature,5,9,"Michael Gervais, Jr.",
1192,2018-05-18, ,SK Modified Feature,6,8,Rowan Pennink,
1193,2018-05-18, ,SK Modified Feature,7,18,Troy Talman,
1194,2018-05-18, ,SK Modified Feature,8,12,"Michael Christopher, Jr.",
1196,2018-05-18, ,SK Modified Feature,10,1,Chase Dowling,
1198,2018-05-18, ,SK Modified Feature,12,22,"Tony Membrino, Jr.",
1199,2018-05-18, ,SK Modified Feature,13,19,David Arute,R
1200,2018-05-18, ,SK Modified Feature,14,3,Tom Bolles,
1201,2018-05-18, ,SK Modified Feature,15,17,D.J. Burnham,
1202,2018-05-18, ,SK Modified Feature,16,20,Dan Wesson,R
1203,2018-05-18, ,SK Modified Feature,17,10,Matt Galko,
1204,2018-05-18, ,SK Modified Feature,18,24,Cory DiMatteo,R
1187,2018-05-18, ,SK Modified Feature,1,14,Keith Rocco,
1197,2018-05-18, ,SK Modified Feature,11,5,Tyler Hines,
1213,2018-05-11, ,SK Modified Feature,2,6,Eric Berndt,
1225,2018-05-11, ,SK Modified Feature,14,24,"Doug Meservey, Jr.",R
1236,2018-05-11, ,SK Modified Feature,25,25,John Catania,
1235,2018-05-11, ,SK Modified Feature,24,44,"Tony Membrino, Jr.",
1234,2018-05-11, ,SK Modified Feature,23,23,Cory DiMatteo,R
1233,2018-05-11, ,SK Modified Feature,22,18,Dan Wesson,R
1232,2018-05-11, ,SK Modified Feature,21,5,Chase Dowling,
1231,2018-05-11, ,SK Modified Feature,20,4,Glen Reen,
1230,2018-05-11, ,SK Modified Feature,19,8,Todd Owen,
1229,2018-05-11, ,SK Modified Feature,18,13,Ronnie Williams,
1228,2018-05-11, ,SK Modified Feature,17,3,Josh Wood,
1226,2018-05-11, ,SK Modified Feature,15,22,David Arute,R
1227,2018-05-11, ,SK Modified Feature,16,26,Zach Leone,R
1224,2018-05-11, ,SK Modified Feature,13,21,D.J. Burnham,
1218,2018-05-11, ,SK Modified Feature,7,12,Matt Galko,
1214,2018-05-11, ,SK Modified Feature,3,11,"Michael Christopher, Jr.",
1215,2018-05-11, ,SK Modified Feature,4,1,Stephen Kopcik,
1216,2018-05-11, ,SK Modified Feature,5,10,"Michael Gervais, Jr.",
1223,2018-05-11, ,SK Modified Feature,12,16,Matt Vassar,R
1217,2018-05-11, ,SK Modified Feature,6,9,Rowan Pennink,
1219,2018-05-11, ,SK Modified Feature,8,19,Tom Bolles,
1220,2018-05-11, ,SK Modified Feature,9,2,"Joey Cipriano, III",
1221,2018-05-11, ,SK Modified Feature,10,7,Tyler Hines,
1222,2018-05-11, ,SK Modified Feature,11,15,Troy Talman,
1212,2018-05-11, ,SK Modified Feature,1,14,Keith Rocco,
1241,2018-05-04, ,SK Modified Feature,5,4,Rowan Pennink,
1237,2018-05-04, ,SK Modified Feature,1,9,Keith Rocco,
1238,2018-05-04, ,SK Modified Feature,2,8,Ronnie Williams,
1239,2018-05-04, ,SK Modified Feature,3,2,"Michael Christopher, Jr.",
1240,2018-05-04, ,SK Modified Feature,4,21,Todd Owen,
1242,2018-05-04, ,SK Modified Feature,6,12,Eric Berndt,
1243,2018-05-04, ,SK Modified Feature,7,6,"Michael Gervais, Jr.",
1253,2018-05-04, ,SK Modified Feature,17,17,Matt Vassar,R
1260,2018-05-04, ,SK Modified Feature,24,23,John Catania,
1259,2018-05-04, ,SK Modified Feature,23,15,Cory DiMatteo,R
1258,2018-05-04, ,SK Modified Feature,22,24,Glen Reen,
1244,2018-05-04, ,SK Modified Feature,8,7,Matt Galko,
1256,2018-05-04, ,SK Modified Feature,20,5,Tyler Hines,
1255,2018-05-04, ,SK Modified Feature,19,20,Dan Wesson,
1254,2018-05-04, ,SK Modified Feature,18,22,"Doug Meservey, Jr.",R
1257,2018-05-04, ,SK Modified Feature,21,18,David Arute,R
1252,2018-05-04, ,SK Modified Feature,16,11,"Tony Membrino, Jr.",
1250,2018-05-04, ,SK Modified Feature,14,16,Josh Wood,
1249,2018-05-04, ,SK Modified Feature,13,13,Stephen Kopcik,
1248,2018-05-04, ,SK Modified Feature,12,1,"Joey Cipriano, III",
1247,2018-05-04, ,SK Modified Feature,11,19,Tom Bolles,
1246,2018-05-04, ,SK Modified Feature,10,14,D.J. Burnham,
1245,2018-05-04, ,SK Modified Feature,9,3,Chase Dowling,
1251,2018-05-04, ,SK Modified Feature,15,10,Troy Talman,
1266,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,6,6,Rowan Pennink,
1269,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,9,7,Glen Reen,
1268,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,8,22,"Doug Meservey, Jr.",R
1267,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,7,15,Matt Vassar,R
1262,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,2,9,Ronnie Williams,
1265,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,5,17,Tyler Hines,
1264,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,4,12,"Michael Gervais, Jr.",
1263,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,3,8,Matt Galko,
1261,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,1,1,Keith Rocco,
1271,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,11,5,Chase Dowling,
1270,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,10,27,Tyler Jones,R
1283,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,23,14,Cory DiMatteo,R
1286,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,26,26,John Catania,
1279,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,19,13,Stephen Kopcik,
1280,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,20,20,David Arute,R
1281,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,21,2,Eric Berndt,
1282,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,22,21,Robert Palmer,
1276,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,16,4,Jeff Baral,
1272,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,12,19,Josh Wood,
1284,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,24,23,Jeff Malave,
1285,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,25,24,"Tony Membrino, Jr.",
1287,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,27,11,Troy Talman,
1277,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,17,16,Todd Owen,
1275,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,15,18,Tom Bolles,
1274,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,14,10,"Joey Cipriano, III",
1273,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,13,3,"Michael Christopher, Jr.",
1278,2018-04-29, NAPA Spring Sizzler ,SK Modified Feature,18,25,Dan Wesson,R
751,2017-10-01, NAPA Fall Final ,SK Modified Feature,18,22,"Tommy Membrino, Jr.",
752,2017-10-01, NAPA Fall Final ,SK Modified Feature,19,19,Curt Brainard,
753,2017-10-01, NAPA Fall Final ,SK Modified Feature,20,14,Ryan Preece,
754,2017-10-01, NAPA Fall Final ,SK Modified Feature,21,9,Rowan Pennink,
755,2017-10-01, NAPA Fall Final ,SK Modified Feature,22,2,"Tony Membrino, Jr.",
735,2017-10-01, NAPA Fall Final ,SK Modified Feature,2,13,Chase Dowling,
757,2017-10-01, NAPA Fall Final ,SK Modified Feature,24,4,Tyler Hines,
750,2017-10-01, NAPA Fall Final ,SK Modified Feature,17,15,Frank Ruocco,
749,2017-10-01, NAPA Fall Final ,SK Modified Feature,16,24,Austin Pickens,
748,2017-10-01, NAPA Fall Final ,SK Modified Feature,15,20,Troy Talman,
747,2017-10-01, NAPA Fall Final ,SK Modified Feature,14,7,Glen Reen,
746,2017-10-01, NAPA Fall Final ,SK Modified Feature,13,18,Eric Berndt,
745,2017-10-01, NAPA Fall Final ,SK Modified Feature,12,17,Sean Foster,
744,2017-10-01, NAPA Fall Final ,SK Modified Feature,11,23,Marcello Rufrano,
756,2017-10-01, NAPA Fall Final ,SK Modified Feature,23,3,Tom Bolles,
734,2017-10-01, NAPA Fall Final ,SK Modified Feature,1,12,Keith Rocco,
736,2017-10-01, NAPA Fall Final ,SK Modified Feature,3,1,Todd Owen,
737,2017-10-01, NAPA Fall Final ,SK Modified Feature,4,11,Matt Galko,
738,2017-10-01, NAPA Fall Final ,SK Modified Feature,5,5,"Michael Gervais, Jr.",
739,2017-10-01, NAPA Fall Final ,SK Modified Feature,6,10,Ronnie Williams,
740,2017-10-01, NAPA Fall Final ,SK Modified Feature,7,8,Stephen Kopcik,
741,2017-10-01, NAPA Fall Final ,SK Modified Feature,8,6,Josh Wood,
742,2017-10-01, NAPA Fall Final ,SK Modified Feature,9,21,Cam McDermott,
743,2017-10-01, NAPA Fall Final ,SK Modified Feature,10,16,Dan Avery,
771,2017-09-22, ,SK Modified Feature,14,14,Tom Bolles,
770,2017-09-22, ,SK Modified Feature,13,10,Matt Galko,
778,2017-09-22, ,SK Modified Feature,21,13,Dan Avery,
777,2017-09-22, ,SK Modified Feature,20,11,Chase Dowling,
776,2017-09-22, ,SK Modified Feature,19,20,"Joey Mucciacciaro, Jr.",
775,2017-09-22, ,SK Modified Feature,18,22,Curt Brainard,
774,2017-09-22, ,SK Modified Feature,17,21,"Les Rose, Jr.",
773,2017-09-22, ,SK Modified Feature,16,18,"Tony Membrino, Jr.",
758,2017-09-22, ,SK Modified Feature,1,8,Keith Rocco,
759,2017-09-22, ,SK Modified Feature,2,7,Ronnie Williams,
760,2017-09-22, ,SK Modified Feature,3,6,Stephen Kopcik,
761,2017-09-22, ,SK Modified Feature,4,5,Glen Reen,
762,2017-09-22, ,SK Modified Feature,5,3,Tyler Hines,
763,2017-09-22, ,SK Modified Feature,6,4,Josh Wood,
764,2017-09-22, ,SK Modified Feature,7,2,"Tony Membrino, Jr.",
765,2017-09-22, ,SK Modified Feature,8,9,Todd Owen,
766,2017-09-22, ,SK Modified Feature,9,17,"Michael Gervais, Jr.",
767,2017-09-22, ,SK Modified Feature,10,12,Rowan Pennink,
768,2017-09-22, ,SK Modified Feature,11,16,Sean Foster,
769,2017-09-22, ,SK Modified Feature,12,15,Eric Berndt,
772,2017-09-22, ,SK Modified Feature,15,19,Nick Salva,
803,2017-09-15, ,SK Modified Feature,25,0,Payton Henry,
804,2017-09-15, ,SK Modified Feature,26,0,John Catania,
794,2017-09-15, ,SK Modified Feature,16,0,Tyler Hines,
790,2017-09-15, ,SK Modified Feature,12,0,Josh Wood,
802,2017-09-15, ,SK Modified Feature,24,0,Joey Mucciacchairo Jr.,
801,2017-09-15, ,SK Modified Feature,23,0,D.J. Burnham,
800,2017-09-15, ,SK Modified Feature,22,0,"Tony Membrino, Jr.",
799,2017-09-15, ,SK Modified Feature,21,0,Todd Owen,
798,2017-09-15, ,SK Modified Feature,20,0,Nick Salva,
797,2017-09-15, ,SK Modified Feature,19,0,Eric Berndt,
796,2017-09-15, ,SK Modified Feature,18,0,Stephen Kopcik,
795,2017-09-15, ,SK Modified Feature,17,0,"Tommy Membrino, Jr.",
793,2017-09-15, ,SK Modified Feature,15,0,Dan Avery,
792,2017-09-15, ,SK Modified Feature,14,0,Cam McDermott,
791,2017-09-15, ,SK Modified Feature,13,0,Ronnie Williams,
789,2017-09-15, ,SK Modified Feature,11,0,"Joey Cipriano, III",
788,2017-09-15, ,SK Modified Feature,10,0,"Michael Christopher, Jr.",
787,2017-09-15, ,SK Modified Feature,9,0,Keith Rocco,
786,2017-09-15, ,SK Modified Feature,8,0,"Michael Gervais, Jr.",
785,2017-09-15, ,SK Modified Feature,7,0,Rowan Pennink,
784,2017-09-15, ,SK Modified Feature,6,0,Tom Bolles,
783,2017-09-15, ,SK Modified Feature,5,0,Glen Reen,
782,2017-09-15, ,SK Modified Feature,4,0,Ted Christopher,
781,2017-09-15, ,SK Modified Feature,3,0,Ryan Preece,
780,2017-09-15, ,SK Modified Feature,2,0,Chase Dowling,
779,2017-09-15, ,SK Modified Feature,1,0,Matt Galko,
428,2017-09-08, ,SK Modified Feature,19,3,Glen Reen,
424,2017-09-08, ,SK Modified Feature,15,17,"Tommy Membrino, Jr.",
425,2017-09-08, ,SK Modified Feature,16,8,Todd Owen,
426,2017-09-08, ,SK Modified Feature,17,13,Troy Talman,
427,2017-09-08, ,SK Modified Feature,18,18,D.J. Burnham,
423,2017-09-08, ,SK Modified Feature,14,15,Matt Galko,
429,2017-09-08, ,SK Modified Feature,20,2,Tyler Hines,
430,2017-09-08, ,SK Modified Feature,21,4,"Michael Christopher, Jr.",
431,2017-09-08, ,SK Modified Feature,22,11,Tom Bolles,
421,2017-09-08, ,SK Modified Feature,12,16,Payton Henry,
422,2017-09-08, ,SK Modified Feature,13,14,"Tony Membrino, Jr.",
420,2017-09-08, ,SK Modified Feature,11,19,"Joey Cipriano, III",
410,2017-09-08, ,SK Modified Feature,1,22,Ted Christopher,
415,2017-09-08, ,SK Modified Feature,6,20,Josh Wood,
411,2017-09-08, ,SK Modified Feature,2,7,Chase Dowling,
413,2017-09-08, ,SK Modified Feature,4,12,Eric Berndt,
414,2017-09-08, ,SK Modified Feature,5,5,Stephen Kopcik,
412,2017-09-08, ,SK Modified Feature,3,21,Rowan Pennink,
416,2017-09-08, ,SK Modified Feature,7,1,Keith Rocco,
417,2017-09-08, ,SK Modified Feature,8,10,"Michael Gervais, Jr.",
418,2017-09-08, ,SK Modified Feature,9,9,Cam McDermott,
419,2017-09-08, ,SK Modified Feature,10,6,Ronnie Williams,
442,2017-09-01, ,SK Modified Feature,11,19,Troy Talman,
450,2017-09-01, ,SK Modified Feature,19,3,Josh Wood,
449,2017-09-01, ,SK Modified Feature,18,15,Tom Bolles,
448,2017-09-01, ,SK Modified Feature,17,13,Cam McDermott,
447,2017-09-01, ,SK Modified Feature,16,6,"Michael Christopher, Jr.",
446,2017-09-01, ,SK Modified Feature,15,14,"Tony Membrino, Jr.",
445,2017-09-01, ,SK Modified Feature,14,17,"Tommy Membrino, Jr.",
444,2017-09-01, ,SK Modified Feature,13,18,Eric Berndt,
443,2017-09-01, ,SK Modified Feature,12,4,Tyler Hines,
438,2017-09-01, ,SK Modified Feature,7,1,Keith Rocco,
441,2017-09-01, ,SK Modified Feature,10,10,Stephen Kopcik,
440,2017-09-01, ,SK Modified Feature,9,5,Matt Galko,
439,2017-09-01, ,SK Modified Feature,8,11,Chase Dowling,
437,2017-09-01, ,SK Modified Feature,6,2,Glen Reen,
436,2017-09-01, ,SK Modified Feature,5,7,Ronnie Williams,
435,2017-09-01, ,SK Modified Feature,4,16,Ryan Preece,
434,2017-09-01, ,SK Modified Feature,3,8,Todd Owen,
433,2017-09-01, ,SK Modified Feature,2,12,Ted Christopher,
432,2017-09-01, ,SK Modified Feature,1,9,Rowan Pennink,
463,2017-08-25, ,SK Modified Feature,13,7,Keith Rocco,
464,2017-08-25, ,SK Modified Feature,14,3,Josh Wood,
465,2017-08-25, ,SK Modified Feature,15,2,Dan Avery,
466,2017-08-25, ,SK Modified Feature,16,4,Tyler Hines,
467,2017-08-25, ,SK Modified Feature,17,16,Cam McDermott,
468,2017-08-25, ,SK Modified Feature,18,13,Stephen Kopcik,
469,2017-08-25, ,SK Modified Feature,19,19,John Catania,
460,2017-08-25, ,SK Modified Feature,10,6,"Michael Christopher, Jr.",
461,2017-08-25, ,SK Modified Feature,11,1,Glen Reen,
462,2017-08-25, ,SK Modified Feature,12,18,"Tommy Membrino, Jr.",
459,2017-08-25, ,SK Modified Feature,9,9,"Michael Gervais, Jr.",
455,2017-08-25, ,SK Modified Feature,5,11,Rowan Pennink,
451,2017-08-25, ,SK Modified Feature,1,12,Ted Christopher,
453,2017-08-25, ,SK Modified Feature,3,5,Ronnie Williams,
454,2017-08-25, ,SK Modified Feature,4,14,Chase Dowling,
452,2017-08-25, ,SK Modified Feature,2,8,Todd Owen,
456,2017-08-25, ,SK Modified Feature,6,15,"Tony Membrino, Jr.",
457,2017-08-25, ,SK Modified Feature,7,10,Matt Galko,
458,2017-08-25, ,SK Modified Feature,8,17,Tom Bolles,
479,2017-08-11, ,SK Modified Feature,10,1,Glen Reen,
486,2017-08-11, ,SK Modified Feature,17,16,John Catania,
485,2017-08-11, ,SK Modified Feature,16,8,Keith Rocco,
484,2017-08-11, ,SK Modified Feature,15,13,Ronnie Williams,
483,2017-08-11, ,SK Modified Feature,14,12,Todd Owen,
482,2017-08-11, ,SK Modified Feature,13,17,"Tommy Membrino, Jr.",
481,2017-08-11, ,SK Modified Feature,12,2,"Tom Abele, Jr.",
480,2017-08-11, ,SK Modified Feature,11,7,"Michael Gervais, Jr.",
478,2017-08-11, ,SK Modified Feature,9,11,Stephen Kopcik,
470,2017-08-11, ,SK Modified Feature,1,10,Ted Christopher,
476,2017-08-11, ,SK Modified Feature,7,3,Josh Wood,
475,2017-08-11, ,SK Modified Feature,6,9,Matt Galko,
474,2017-08-11, ,SK Modified Feature,5,5,Tyler Hines,
473,2017-08-11, ,SK Modified Feature,4,6,"Michael Christopher, Jr.",
472,2017-08-11, ,SK Modified Feature,3,15,Chase Dowling,
471,2017-08-11, ,SK Modified Feature,2,4,Rowan Pennink,
477,2017-08-11, ,SK Modified Feature,8,14,Dan Avery,
502,2017-08-04, ,SK Modified Feature,16,6,Dan Avery,
498,2017-08-04, ,SK Modified Feature,12,16,Tyler Hines,
500,2017-08-04, ,SK Modified Feature,14,2,"Tom Abele, Jr.",
501,2017-08-04, ,SK Modified Feature,15,15,"Tony Membrino, Jr.",
496,2017-08-04, ,SK Modified Feature,10,3,Matt Galko,
503,2017-08-04, ,SK Modified Feature,17,18,John Catania,
504,2017-08-04, ,SK Modified Feature,18,12,Ted Christopher,
505,2017-08-04, ,SK Modified Feature,19,1,Glen Reen,
497,2017-08-04, ,SK Modified Feature,11,17,Josh Wood,
499,2017-08-04, ,SK Modified Feature,13,7,"Michael Christopher, Jr.",
495,2017-08-04, ,SK Modified Feature,9,11,Keith Rocco,
487,2017-08-04, ,SK Modified Feature,1,4,Stephen Kopcik,
493,2017-08-04, ,SK Modified Feature,7,9,Rowan Pennink,
492,2017-08-04, ,SK Modified Feature,6,19,Troy Talman,
491,2017-08-04, ,SK Modified Feature,5,8,Ronnie Williams,
490,2017-08-04, ,SK Modified Feature,4,13,Todd Owen,
489,2017-08-04, ,SK Modified Feature,3,14,Chase Dowling,
488,2017-08-04, ,SK Modified Feature,2,3,"Michael Gervais, Jr.",
494,2017-08-04, ,SK Modified Feature,8,5,Cam McDermott,
523,2017-07-28, ,SK Modified Feature,18,1,"Michael Gervais, Jr.",
519,2017-07-28, ,SK Modified Feature,14,6,"Tom Abele, Jr.",
520,2017-07-28, ,SK Modified Feature,15,20,"Tony Membrino, Jr.",
521,2017-07-28, ,SK Modified Feature,16,21,Austin Pickens,
522,2017-07-28, ,SK Modified Feature,17,8,Dan Avery,
527,2017-07-28, ,SK Modified Feature,22,15,Brendon Bock,
524,2017-07-28, ,SK Modified Feature,19,13,Ted Christopher,
525,2017-07-28, ,SK Modified Feature,20,23,Glen Reen,
526,2017-07-28, ,SK Modified Feature,21,16,John Catania,
528,2017-07-28, ,SK Modified Feature,23,14,"Tommy Membrino, Jr.",
518,2017-07-28, ,SK Modified Feature,13,17,Josh Wood,
517,2017-07-28, ,SK Modified Feature,12,19,Tom Bolles,
516,2017-07-28, ,SK Modified Feature,11,9,"Michael Christopher, Jr.",
510,2017-07-28, ,SK Modified Feature,5,4,Cam McDermott,
515,2017-07-28, ,SK Modified Feature,10,3,Tyler Hines,
507,2017-07-28, ,SK Modified Feature,2,5,Matt Galko,
508,2017-07-28, ,SK Modified Feature,3,11,Todd Owen,
509,2017-07-28, ,SK Modified Feature,4,10,Keith Rocco,
506,2017-07-28, ,SK Modified Feature,1,12,Chase Dowling,
511,2017-07-28, ,SK Modified Feature,6,22,Eric Berndt,
512,2017-07-28, ,SK Modified Feature,7,2,Stephen Kopcik,
513,2017-07-28, ,SK Modified Feature,8,18,Rowan Pennink,
514,2017-07-28, ,SK Modified Feature,9,7,Ronnie Williams,
547,2017-07-21, Lincoln Tech MTS 100 ,SK Modified Feature,19,16,Tom Bolles,
546,2017-07-21, Lincoln Tech MTS 100 ,SK Modified Feature,18,4,Glen Reen,
545,2017-07-21, Lincoln Tech MTS 100 ,SK Modified Feature,17,17,Brendon Bock,
544,2017-07-21, Lincoln Tech MTS 100 ,SK Modified Feature,16,20,"Tommy Membrino, Jr.",
543,2017-07-21, Lincoln Tech MTS 100 ,SK Modified Feature,15,21,John Catania,
